"funcao","kind","language","return_type","complexidade"
"gp.copiaprojetoalertaparatarefas(a_projetoalerta uuid, a_updated_by character varying)","FUNCTION","plpgsql","void","Alta"
"gp.copiaprojetoalertaparatarefas_v2(a_projetoalerta uuid, a_updated_by json)","FUNCTION","plpgsql","void","Alta"
"gp.horasporusuarios(a_dataini date, a_datafim date, a_tenant bigint, a_projeto uuid, a_equipe uuid)","FUNCTION","plpgsql","record","Alta"
"gp.rateiaminutosprojetosregistroexecucao(a_projetoregistroexecucao uuid)","FUNCTION","plpgsql","void","Alta"
"gp.rateiaminutosprojetosregistroexecucao_v2(a_projetoregistroexecucao uuid, a_tenant bigint)","FUNCTION","plpgsql","void","Alta"
"gp.rateiaminutosprojetosregistroexecucao_v2(a_projetoregistroexecucao uuid)","FUNCTION","plpgsql","void","Alta"
"gp.relatorioprodutividade(a_visao uuid, a_tenant bigint, a_equipe uuid, a_iniciod smallint, a_iniciom smallint, a_inicioy smallint, a_fimd smallint, a_fimm smallint, a_fimy smallint, a_orderby character varying, a_projeto uuid)","FUNCTION","plpgsql","json","Alta"
"gp.relatorioprodutividade_v2(a_visao uuid, a_tenant bigint, a_equipe uuid, a_iniciod smallint, a_iniciom smallint, a_inicioy smallint, a_fimd smallint, a_fimm smallint, a_fimy smallint, a_orderby character varying, a_projeto uuid)","FUNCTION","plpgsql","json","Alta"
"gp.relatorioprodutividademes(a_inicio date, a_fim date, a_equipe uuid, a_uf character varying)","FUNCTION","plpgsql","record","Alta"
"gp.relatorioprodutividademes_v2(a_inicio date, a_fim date, a_equipe uuid, a_uf character varying)","FUNCTION","plpgsql","record","Alta"
"importacao.private_import_baixa_pagamento_rateios_insert(a_action integer)","FUNCTION","plpgsql","void","Alta"
"importacao.private_import_baixa_recebimento_rateios_insert(a_action integer)","FUNCTION","plpgsql","void","Alta"
"importacao.private_import_participante_contatos_upinser_v1(a_entity character varying)","FUNCTION","plpgsql","void","Alta"
"importacao.private_import_participante_telefones_upinser_v1(a_entity character varying)","FUNCTION","plpgsql","void","Alta"
"importacao.private_import_rateio_titulo_pagar_insert_v1()","FUNCTION","plpgsql","void","Alta"
"importacao.private_import_rateio_titulo_receber_insert_v1()","FUNCTION","plpgsql","void","Alta"
"importacao.public_copy(a_entity character varying, a_filepath character varying, a_columns character varying[] DEFAULT NULL::character varying[], a_columns_to_ignore character varying[] DEFAULT NULL::character varying[])","FUNCTION","plpgsql","void","Alta"
"importacao.public_import_cliente_v1(a_file_path text)","FUNCTION","plpgsql","void","Alta"
"importacao.public_import_fornecedor_v1(a_file_path text)","FUNCTION","plpgsql","void","Alta"
"maladireta.resetaemailsenviando(_datainicio timestamp without time zone, _datafim timestamp without time zone)","FUNCTION","plpgsql","int4","Alta"
"ns._calcula_impostos_docengine(a_xml text, a_fatura json)","FUNCTION","plpgsql","record","Alta"
"ns.api_clientenovo(a_objeto ns.tclientenovo)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_clientenovo_v2(a_objeto ns.tclientenovo_v2)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_clientenovo_v3(a_objeto ns.tclientenovo_v3)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_clientenovo_v4(a_objeto ns.tclientenovo_v4)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_clientenovo_v5(a_objeto ns.tclientenovo_v5)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_conjuntoalterar(a_objeto ns.tconjuntoalterar)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_conjuntonovo(a_objeto ns.tconjuntonovo)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_conjuntosgenericonovo(a_conjuntos text[], a_cadastro integer, a_registro uuid)","FUNCTION","plpgsql","void","Alta"
"ns.api_criaexcluiacessogrupousuario(a_grupodeusuario uuid, a_tiporegistro integer, a_registro uuid, a_acao integer)","FUNCTION","plpgsql","void","Alta"
"ns.api_fornecedornovo(a_objeto ns.tfornecedornovo)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_fornecedornovo_v2(a_objeto ns.tfornecedornovo_v2)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_fornecedornovo_v3(a_objeto ns.tfornecedornovo_v3)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_fornecedornovo_v4(a_objeto ns.tfornecedornovo_v4)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_fornecedornovo_v5(a_objeto ns.tfornecedornovo_v5)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_pessoaalterar(a_objeto ns.tpessoaalterar)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_pessoanovo(a_objeto ns.tpessoanovo)","FUNCTION","plpgsql","trecibo","Alta"
"ns.api_prospectnovo(a_objeto ns.tprospectnovo)","FUNCTION","plpgsql","trecibo","Alta"
"ns.atualiza_query_layoutrelatorio(a_query text, a_relatorio integer, a_folderid bigint)","FUNCTION","plpgsql","text","Alta"
"ns.atualiza_situacaogerencial_item_documento(a_docfis uuid)","FUNCTION","plpgsql","bool","Alta"
"ns.cest_improve_relationship_ncm()","FUNCTION","plpgsql","void","Alta"
"ns.copy_centrocusto_contabil_to_financas(a_grupoempresarial uuid)","FUNCTION","plpgsql","text","Alta"
"ns.copy_centrocusto_financas_to_contabil(a_grupoempresarial uuid)","FUNCTION","plpgsql","text","Alta"
"ns.cria_filas(_tenant bigint)","FUNCTION","plpgsql","void","Alta"
"ns.criarcamposcontabilizacao(configuracao_id uuid)","FUNCTION","plpgsql","void","Alta"
"ns.criarconjuntos(a_estabelecimento uuid)","FUNCTION","plpgsql","void","Alta"
"ns.criarfatoscontabilizacao()","FUNCTION","plpgsql","void","Alta"
"ns.criarperiodos_ciclofaturamento(a_ciclofaturamento uuid)","FUNCTION","plpgsql","void","Alta"
"ns.desprocessar_xml_docfis(a_xml xml, a_cancelando boolean DEFAULT false)","FUNCTION","plpgsql","record","Alta"
"ns.explode_xml_docengine_fretes_reboques(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_fretes_volumes(a_xml xml, a_df_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_linhas(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_linhas_drawback(a_xml xml, a_docfis_linha uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_linhas_lotes(a_xml xml, a_docfis_linha uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_pagamentos(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.explode_xml_docengine_referencias(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.getvalor_parvalor(a_texto text, a_par text, a_format_currency boolean DEFAULT false)","FUNCTION","plpgsql","text","Alta"
"ns.imp_calcula_inss_retencao(a_data date, a_itens json, a_emitente uuid, a_destinatario uuid)","FUNCTION","plpgsql","json","Alta"
"ns.imp_calcula_pis_cofins_csll_retencao(a_data date, a_basetotal numeric, a_parcelas json, a_emitente uuid, a_destinatario uuid, a_cfop uuid DEFAULT NULL::uuid, a_servico uuid DEFAULT NULL::uuid)","FUNCTION","plpgsql","json","Alta"
"ns.imp_calcula_pis_cofins_csll_retencao(a_data date, a_basetotal numeric, a_parcelas json, a_emitente uuid, a_destinatario uuid, a_cfop uuid DEFAULT NULL::uuid, a_servico uuid DEFAULT NULL::uuid, a_aplicarregravalorminimo boolean DEFAULT true)","FUNCTION","plpgsql","json","Alta"
"ns.importacaodocumentos_calculaoperacao()","FUNCTION","plpgsql","record","Alta"
"ns.importacaodocumentos_recuperaids(a_nota uuid)","FUNCTION","plpgsql","record","Alta"
"ns.importacaodocumentos_resolvependencia_item(a_nota uuid, a_xml xml)","FUNCTION","plpgsql","void","Alta"
"ns.importacaodocumentos_resolvependencia_unidade(a_nota uuid)","FUNCTION","plpgsql","void","Alta"
"ns.importacaodocumentos_verificanotasexistentes(a_json text)","FUNCTION","plpgsql","record","Alta"
"ns.importacaoweb(_tenant bigint)","FUNCTION","plpgsql","void","Alta"
"ns.permissoes()","FUNCTION","plpgsql","void","Alta"
"ns.pode_excluir_registro(a_schema character varying, a_tabela character varying, a_campo character varying, a_registroid uuid)","FUNCTION","plpgsql","text","Alta"
"ns.processar_xml_cobranca(a_xml xml, a_pedido uuid, a_raiz character varying DEFAULT '/Den/infoDen/fatura'::character varying)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_descontos(a_xml xml, a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_docfis(a_xml xml, a_usuario uuid DEFAULT NULL::uuid)","FUNCTION","plpgsql","record","Alta"
"ns.processar_xml_parcelas(a_xml xml, a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_servicos(a_xml xml, a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_servicostecnicos(a_xml xml, a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_titulos(a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"ns.processar_xml_vendedores(a_xml xml, a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"ns.recalcula_percentuais_configuracaotrabalhadorporprojeto(a_estabelecimento uuid, a_trabalhador uuid, a_ano integer, a_mes integer)","FUNCTION","plpgsql","void","Alta"
"ns.validar_notasimportadas(a_empresa uuid, a_xml text DEFAULT ''::text)","FUNCTION","plpgsql","importacaonotas","Alta"
"ns.validar_notasimportadas_itens(a_notaimportada uuid, a_xml xml)","FUNCTION","plpgsql","void","Alta"
"ns.validar_notasimportadas_operacoes(a_importacaonota uuid, a_cfop character varying)","FUNCTION","plpgsql","void","Alta"
"nsview.private_insert_new_fields_elemento_de_controle(a_register uuid, a_type integer)","FUNCTION","plpgsql","void","Alta"
"nsview.private_update_new_fields_elemento_de_controle(a_register uuid, a_type integer)","FUNCTION","plpgsql","void","Alta"
"nsview.public_publish_layout_report(a_sistema integer, a_modulo integer, a_add uuid, a_nsview uuid, id_folder bigint, a_nome_report character varying, a_report text, a_orderby character varying, a_groupby character varying, a_campos_function character varying[], a_function character varying[])","FUNCTION","plpgsql","void","Alta"
"nsview.public_remake_nsview_elemento_de_controle(a_mode integer)","FUNCTION","plpgsql","void","Alta"
"nsview.remake_vision_fields()","FUNCTION","plpgsql","void","Alta"
"pdv.criar_docfis(a_xml xml)","FUNCTION","plpgsql","void","Alta"
"pedidos.api_planosdeagendamentosdesprocessar(a_objeto pedidos.tplanosdeagendamentosdesprocessar)","FUNCTION","plpgsql","trecibo","Alta"
"pedidos.api_planosdeagendamentosexcluir(a_objeto pedidos.tplanosdeagendamentosexcluir)","FUNCTION","plpgsql","trecibo","Alta"
"persona.api_alertaferiastrabalhadores(p_tenant bigint)","FUNCTION","plpgsql","record","Alta"
"persona.api_relatoriocontroleferias(idestabelecimento uuid, p_tenant bigint)","FUNCTION","plpgsql","record","Alta"
"persona.atualizadocumentosregraspadraosetabelavazia(_tenant bigint)","FUNCTION","plpgsql","void","Alta"
"ponto.atualizar_ponto_trabalhador_apuracoesponto(_tenant bigint, _apuracaoponto uuid, _inicioapuracao date, _terminoapuracao date)","FUNCTION","plpgsql","void","Alta"
"ponto.exclui_contas_responsaveis_grupo(_grupo uuid)","FUNCTION","plpgsql","bool","Alta"
"ponto.insere_contas_responsaveis_grupo(_grupo uuid, _emails character varying[])","FUNCTION","plpgsql","bool","Alta"
"ponto.insere_contas_responsaveis_grupo_v2(_grupo uuid, _emails character varying[], _tenant bigint)","FUNCTION","plpgsql","bool","Alta"
"ponto.private_gravar_historicos_ponto_trabalhador()","FUNCTION","plpgsql","void","Alta"
"ponto.private_gravar_lancamentos_ponto_trabalhador()","FUNCTION","plpgsql","void","Alta"
"ponto.private_incluir_jornadas()","FUNCTION","plpgsql","void","Alta"
"ponto.public_atualizar_ponto_trabalhador(a_tenant bigint, a_trabalhador uuid[], a_apuracao uuid, a_datas_calculo date[], a_recalcula_lancamentos_das_datas boolean, a_efetuando_pagamento boolean)","FUNCTION","plpgsql","void","Alta"
"ponto.public_atualizar_ponto_trabalhador_v2(a_tenant bigint, a_trabalhador uuid[], a_apuracao uuid, a_datas_calculo date[], a_recalcula_lancamentos_das_datas boolean, a_efetuando_pagamento boolean)","FUNCTION","plpgsql","void","Alta"
"ponto.public_atualizar_ponto_trabalhador_v3(a_tenant bigint, a_trabalhador uuid[], a_apuracao uuid, a_datas_calculo date[], a_recalcula_lancamentos_das_datas boolean, a_efetuando_pagamento boolean)","FUNCTION","plpgsql","void","Alta"
"portalfuncionario.api_noticiaprocessatag(a_objeto portalfuncionario.tnoticiaprocessatag)","FUNCTION","plpgsql","trecibo","Alta"
"public.conversao_etapa_01_grupodeusuario()","FUNCTION","plpgsql","void","Alta"
"public.limpa_tenant(_tenant bigint)","FUNCTION","plpgsql","varchar","Alta"
"scritta.calculainventario(grupoprod uuid, estabelecimento uuid, datainventario date, motivoinventario integer, tabinventario character varying, tabitensinv character varying, gravainventario boolean)","FUNCTION","plpgsql","void","Alta"
"scritta.calculainventario(estab uuid, datainventario date, motivoinventario integer, tabinventario character varying, tabitensinv character varying, gravainventario boolean)","FUNCTION","plpgsql","void","Alta"
"scritta.fnc_dipj_incluirretencoes(cnpj character varying, nome character varying, orgaopublico_ boolean, codrec character varying, valorinss numeric, valorcsll numeric, valorirrf numeric, valor numeric)","FUNCTION","plpgsql","void","Alta"
"scritta.importaregistrospessoas(tabelatemp character varying, atualiza integer, feature_active boolean DEFAULT false)","FUNCTION","plpgsql","void","Alta"
"servicos.apagar_titulosreceber_pedido(a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"servicos.api_boletimmedicaoduplicar(a_objeto servicos.tboletimmedicaoduplicar)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_boletimmedicaonovo_v2(a_objeto servicos.tboletimmedicaonovo_v2)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_rps_v2excluir(a_objeto servicos.trps_v2excluir)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_rpsnovo(a_objeto servicos.trpsnovo)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_servicoalterar(a_objeto servicos.tservicoalterar)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_serviconovo(a_objeto servicos.tserviconovo)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.api_tecniconovo(a_objeto servicos.ttecniconovo)","FUNCTION","plpgsql","trecibo","Alta"
"servicos.calcular_franquia_atendimento(a_estabelecimento_id uuid, a_cliente_id uuid, a_contrato_id uuid, a_data date)","FUNCTION","plpgsql","record","Alta"
"servicos.calcular_periodoreferencia_atividadecontrato(a_contrato_id uuid, a_tipomanutencao_id uuid, a_data date)","FUNCTION","plpgsql","record","Alta"
"servicos.calcular_visitas_ordensservicos(a_listaordensservico uuid[])","FUNCTION","plpgsql","record","Alta"
"servicos.calculo_faturamento_servico(a_ordemservico uuid)","FUNCTION","plpgsql","record","Alta"
"servicos.criar_lote_rps(a_lista_rps uuid[], a_usuario uuid, a_estabelecimento uuid, a_numero_lote integer, a_situacao integer, a_protocolo character varying)","FUNCTION","plpgsql","uuid","Alta"
"servicos.desfazer_encerramento_ordensservicos(a_listaordensservico uuid[])","FUNCTION","plpgsql","varchar","Alta"
"servicos.gerardevolviveisnegociacao(a_idnegociacao uuid)","FUNCTION","plpgsql","void","Alta"
"servicos.gerarlancamentofiscalnfse(a_docfis uuid)","FUNCTION","plpgsql","void","Alta"
"servicos.processar_contrato_pedido(a_pedido uuid)","FUNCTION","plpgsql","void","Alta"
"servicos.processar_ordemservico_pedido(a_pedido uuid)","FUNCTION","plpgsql","uuid","Alta"
"servicos.processar_rps_ordemservico(a_fatura uuid)","FUNCTION","plpgsql","uuid","Alta"
"servicos.processar_rps_pedido(a_pedido uuid, a_fatura uuid)","FUNCTION","plpgsql","uuid","Alta"
"servicos.processar_titulosreceber_pedido(a_pedido uuid, a_rps uuid, a_fatura uuid)","FUNCTION","plpgsql","void","Alta"
"servicos.processar_xml_docpedidosvendasservicos(a_xml xml)","FUNCTION","plpgsql","record","Alta"
"servicos.transformar_rps_em_nfse(a_rps_id uuid, a_tipo integer, a_modelo character varying, a_numero_nfse integer, a_data_emissao timestamp without time zone, a_xml_rps text, a_xml_transmitido text, a_codigo_verificacao character varying, a_link_nfse character varying)","FUNCTION","plpgsql","void","Alta"
"util.atualizar_valor_grafo_formula(a_idvertice uuid, a_valorformula character varying, a_idgrafoformula uuid, a_idponteirotemporario uuid, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"util.atualizar_valor_grafo_formula_v2(a_idvertice uuid, a_valorformula character varying, a_idgrafoformula uuid, a_idponteirotemporario uuid, a_tenant bigint, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"util.build_grafo(a_idgrafoformula uuid)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"util.build_grafo_v2(a_idgrafoformula uuid, a_tenant bigint)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"util.busca_largura_formula(a_idverticeformula uuid)","FUNCTION","plpgsql","info_vertice_recalcular","Alta"
"util.busca_largura_formula_v2(a_idverticeformula uuid, a_tenant bigint)","FUNCTION","plpgsql","info_vertice_recalcular","Alta"
"util.clonar_ponteiro_grafo_formula(a_idgrafoformula uuid)","FUNCTION","plpgsql","uuid","Alta"
"util.clonar_ponteiro_grafo_formula_v2(a_idgrafoformula uuid, a_tenant bigint)","FUNCTION","plpgsql","uuid","Alta"
"util.inserir_valor_grafo_formula(a_idgrafoformula uuid, a_idponteirotemporario uuid, a_codigovalor character varying, a_valorformula character varying, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"util.inserir_valor_grafo_formula_v2(a_tenant bigint, a_idgrafoformula uuid, a_idponteirotemporario uuid, a_codigovalor character varying, a_valorformula character varying, a_buildimediato boolean DEFAULT true)","FUNCTION","plpgsql","info_vertice_atualizado","Alta"
"workflow.clone_process_to_tenant(a_process character varying, a_tenant bigint)","FUNCTION","plpgsql","uuid","Alta"
